r63,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
IL6+,0.05,8.49263,7.48075,9.59525,0.0465,11.37375,3.137025,3.327595,0.075,16.311,3.7745,4.4995
