bmdm1,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
il6,0,0.8,5.2,0.5,0,27.8,12.8,1.1,0,4,1.9,0.5
