r63,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
NOS2+,0.305,53.23329,74.254,94.11,0.97,85.37825,80.7395,97.035,0.545,92.3725,84.92175,96.2775
