r63,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
pro-IL1b+,0.29,77.27918,53.16075,69.332,3.885,82.32,52.10225,74.32525,0.235,86.685,49.45925,69.8965
