r63,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
TNF+,2.34,97.331,72.294,13.603,34.4,50.218,35.8725,11.18423,0.805,28.1385,36.066,16.725
