bmdm1,M/M_8,M/1000_8,10/1000_8,1000/1000_8,M/M_12,M/1000_ 12,10/1000_12,1000/1000_12,M/M_16,M/1000_16,10/1000_16,1000/1000_16
tnf,0.1,89.5,75,16.9,0.1,57.1,25.9,6.1,0.1,5.9,2.8,2.2
